3,TRUE,TRUE,TRUE
0110;1100;1001;0011,315,315,315,
1001;0101;0000;1100,477,477,477,
0110;1001;1010;0101,287,287,287,
0000;0101;0011;0110,477,477,477,
0011;0101;1001;1111,310,310,310,
0011;0000;1010;1001,516,516,516,
1111;1001;1010;1100,322,322,322,
1010;0011;1100;0101,279,279,279,
0110;1010;1100;0000,445,445,445,
0101;1111;0110;1100,300,300,300,
0011;0110;1111;1010,288,288,288,

7,FALSE,FALSE,TRUE
1001;0011;0110;1100,375,375,375,
1100;1001;0000;0101,369,369,369,
0101;1010;0110;1001,374,374,374,
0000;0110;0101;0011,371,371,371,
1001;0011;0101;1111,394,394,394,
1111;1100;1010;1001,402,402,402,
0011;0000;1010;1001,394,394,394,
0011;0101;1010;1100,392,392,392,
1010;0110;1100;0000,354,354,354,
1100;1111;0110;0101,423,423,423,
0110;1010;1111;0011,349,349,349,

8,FALSE,FALSE,TRUE
1100;1001;0011;0110,407,407,407,
1001;0101;0000;1100,420,420,420,
0101;1010;0110;1001,337,337,337,
0000;0110;0101;0011,416,416,416,
0101;1001;0011;1111,401,401,401,
1111;1010;1100;1001,330,330,330,
0011;0000;1010;1001,407,407,407,
1100;1010;0101;0011,391,391,391,
0110;1010;1100;0000,423,423,423,
0101;1111;0110;1100,381,381,381,
0110;1010;1111;0011,357,357,357,

9,FALSE,FALSE,TRUE
1100;1001;0011;0110,361,361,361,
0101;1100;0000;1001,371,371,371,
0110;1001;1010;0101,386,386,386,
0000;0011;0101;0110,412,412,412,
0011;0101;1001;1111,403,403,403,
1010;0000;1001;0011,418,418,418,
1111;1100;1001;1010,376,376,376,
0011;0101;1010;1100,418,418,418,
0110;1111;1100;0101,409,409,409,
0110;1100;1010;0000,376,376,376,
1010;0011;1111;0110,380,380,380,

10,FALSE,FALSE,TRUE
0011;0110;1100;1001,396,396,396,
0101;1100;0000;1001,375,375,375,
1010;0101;1001;0110,347,347,347,
0000;0101;0011;0110,412,412,412,
1001;0101;0011;1111,400,400,400,
0011;0000;1010;1001,389,389,389,
1111;1100;1001;1010,367,367,367,
0011;0101;1010;1100,393,393,393,
0110;1111;1100;0101,368,368,368,
0110;1010;1100;0000,389,389,389,
0011;0110;1111;1010,414,414,414,

11,FALSE,FALSE,TRUE
0110;1100;1001;0011,381,381,381,
1100;1001;0000;0101,387,387,387,
1001;0110;0101;1010,401,401,401,
0000;0101;0011;0110,356,356,356,
0101;1001;0011;1111,392,392,392,
1111;1100;1001;1010,382,382,382,
0011;0000;1001;1010,388,388,388,
0101;1100;0011;1010,392,392,392,
0110;1100;1010;0000,391,391,391,
0110;1111;1100;0101,382,382,382,
0011;0110;1111;1010,405,405,405,

3,FALSE,FALSE,FALSE

4,FALSE,FALSE,FALSE
1001;1011;0001;0011,32,25,0,
0000;0011;1110;1101,64,48,0,
1000;0011;1011;0000,64,47,0,
1000;1100;0100;0000,48,65,0,
0011;0010;0100;0101,34,37,0,
1010;0001;0110;1101,29,29,0,
0101;0011;1011;1101,27,33,0,
1100;1011;1010;1101,28,26,0,
1010;0100;0010;1100,22,34,0,
0010;0101;1001;1110,31,37,0,
1110;0110;0000;1000,53,56,0,
0000;0111;0001;0110,54,66,0,
0100;1000;1001;0101,37,28,0,
0110;0011;0101;0000,55,70,11,
1110;1100;0110;0100,32,37,0,
0110;1100;0010;1000,32,30,0,
1011;0000;1110;0101,62,69,0,
0000;0001;1001;1000,65,60,0,
1101;1000;1110;1011,30,35,0,
0110;0101;1000;1011,24,33,0,
0101;0000;0111;0010,69,63,0,
1100;1000;0001;0101,30,28,0,
0011;0110;0111;0010,29,24,0,
1001;1010;0000;0011,60,50,17,
1101;0000;0100;1001,54,48,0,
1011;0010;0101;1100,22,27,0,
1010;0001;1001;0010,33,26,0,
1100;1011;0000;0111,64,57,0,
0010;1000;1001;0011,26,39,0,
1101;1001;1010;1110,28,31,0,
0110;0111;1010;1011,24,27,0,
0110;1011;0001;1100,39,28,0,
0100;0000;1010;1110,49,64,0,
0110;1110;0101;1101,25,29,0,
1100;0111;0010;1001,33,32,0,
1000;0011;0110;1101,30,31,0,
1011;0001;1101;0111,21,22,0,
0010;0111;0001;0100,25,34,0,
0010;1000;0100;1110,34,33,0,
0101;1110;0011;1000,27,38,0,
0000;0101;1001;1100,42,51,8,
0111;1001;0101;1011,23,30,0,
0001;0101;0011;0111,18,25,0,
0010;1110;1010;0110,25,47,0,
1100;1001;0100;0001,23,28,0,
1110;0101;1100;0111,33,34,0,
1100;0010;1110;0000,55,53,0,
1011;1110;1001;1100,29,24,0,
0110;1010;1100;0000,84,70,24,
0110;0000;0100;0010,62,61,0,
1011;0110;1101;0000,67,57,0,
0101;0100;1101;1100,24,32,0,
1000;0110;1010;0100,22,30,0,
1010;0011;0010;1011,39,34,0,
1100;0000;0001;1101,65,60,0,
0001;0011;0000;0010,52,59,0,
0000;1110;0111;1001,54,60,0,
0010;1011;1110;0111,38,36,0,
0011;0100;0001;0110,31,22,0,
0111;1101;1001;0011,34,29,0,
0010;1010;0000;1000,59,55,0,
0100;0101;0001;0000,57,59,0,
1011;0001;1000;0010,34,27,0,
1010;0000;0111;1101,47,67,0,
0011;1011;1110;0110,33,28,0,
1101;1001;1000;1100,33,31,0,
1101;1100;0111;0110,33,31,0,
1011;0001;1010;0000,56,52,0,
0000;0010;1011;1001,56,61,0,
1100;1000;1110;1010,36,23,0,
0111;0101;0110;0100,30,35,0,
0100;0011;0000;0111,51,56,0,
0100;0011;1101;1010,25,25,0,
0100;1001;0111;1010,32,25,0,
1101;0000;0101;1000,73,45,0,
1001;1011;1000;1010,22,27,0,
0010;0101;0110;0001,30,30,0,
1110;0100;0111;1101,36,33,0,
0011;1001;1110;0100,25,34,0,
0111;1110;1010;0011,30,28,0,
1001;0001;1101;0101,31,27,0,
1010;0001;0011;1000,31,34,0,
1000;0001;1101;0100,35,39,0,
0001;1010;1100;0111,45,24,0,

5,FALSE,FALSE,FALSE
0010;1000;1101;0111,24,21,0,
0011;1001;0001;1011,38,30,0,
0000;1111;1101;0010,24,19,0,
0011;1101;1100;0010,14,21,0,
1101;1001;0110;0010,20,12,0,
1100;0100;1000;0000,61,56,0,
0100;1100;0111;1111,11,17,0,
1101;1100;1010;1011,20,33,0,
0010;1010;0100;1100,33,28,0,
0101;0010;1110;1001,31,38,0,
1101;1111;1011;1001,14,9,0,
1100;1110;0011;0001,19,19,0,
1001;0110;0101;1010,21,18,7,
0011;0101;0000;0110,55,61,15,
1000;0110;1100;0010,27,25,0,
1111;0010;0110;1011,14,10,0,
1110;1001;1111;1000,14,17,0,
0000;1001;1111;0110,22,24,0,
1011;1000;1101;1110,43,31,0,
0011;0111;0010;0110,49,36,0,
1001;1101;0000;0100,42,52,0,
0000;1010;0011;1001,55,57,14,
1110;1011;0001;0100,23,12,0,
0101;0010;1011;1100,37,32,0,
1100;1011;0000;0111,40,62,0,
1000;0010;0011;1001,31,30,0,
1101;1110;1001;1010,24,39,0,
0111;1010;0110;1011,37,40,0,
1111;0100;0010;1001,13,24,0,
1010;0100;1110;0000,62,56,0,
0110;1100;0001;1011,24,32,0,
0111;0001;1001;1111,13,19,0,
0010;1001;0111;1100,36,36,0,
0001;0111;1011;1101,26,34,0,
0111;0010;0001;0100,24,44,0,
1000;0010;1110;0100,35,23,0,
1110;0011;0101;1000,27,32,0,
0111;0011;0001;0101,27,34,0,
1001;0101;1011;0111,36,27,0,
1001;0100;0001;1100,30,46,0,
1110;1100;0101;0111,46,34,0,
1100;0010;1110;0000,41,51,0,
1111;1000;1010;1101,22,19,0,
1100;0100;1011;0011,14,16,0,
1101;0110;0000;1011,54,55,0,
0100;0010;0000;0110,60,58,0,
1110;0000;0111;1001,52,62,0,
0000;1100;1101;0001,51,63,0,
0010;1111;1100;0001,21,17,0,
0010;1011;1110;0111,37,43,0,
0011;0001;0100;0110,28,42,0,
0101;1111;0011;1001,20,14,7,
0101;0001;0000;0100,51,42,0,
0011;1110;1011;0110,30,31,0,
1100;1001;1101;1000,41,32,0,
1101;0110;0111;1100,32,31,0,
1110;0000;1111;0001,19,19,0,
0001;1101;0010;1110,16,19,0,
0111;0100;0110;0101,38,31,0,
0000;0111;0100;0011,55,61,0,
0100;1110;0101;1111,17,12,0,
0000;1000;0101;1101,47,71,0,
1001;1010;1011;1000,21,34,0,
0010;1101;0101;1010,11,24,0,
0001;1000;0100;1101,33,40,0,
1010;0011;1000;0001,35,28,0,
1000;0101;1111;0010,15,9,0,
1110;1101;0011;0000,50,44,0,
0100;1111;0000;1011,13,21,0,
1110;0001;0110;1001,27,22,0,
0011;1011;1000;0000,54,52,0,
0100;0101;0010;0011,38,37,0,
1010;1101;0001;0110,36,41,0,
0011;1011;1101;0101,29,37,0,
1110;1111;0010;0011,17,11,0,
1110;1101;1100;1111,19,16,0,
0110;1000;1110;0000,41,47,0,
0111;0000;0110;0001,54,53,0,
1001;1000;0110;0111,12,13,0,
0101;1000;0100;1001,40,41,0,
0110;1100;1110;0100,43,32,0,
1100;1000;1111;1011,18,21,0,
1110;0000;1011;0101,47,50,0,
1000;0000;1001;0001,40,52,0,
1000;1011;0110;0101,30,44,0,
0000;0010;0111;0101,51,53,0,
1000;0100;0011;1111,16,13,0,
1100;0101;1000;0001,38,17,0,
1001;0010;0001;1010,33,41,0,
1000;0001;1110;0111,18,18,0,
1100;1001;0011;0110,19,17,7,
0010;1010;1111;0111,14,13,0,
0110;1101;0101;1110,31,43,0,
1010;1011;0101;0100,18,18,0,
1000;1101;0110;0011,26,27,0,
0100;1101;1111;0110,16,23,0,
1011;1111;0101;0001,21,16,0,
1111;0110;1010;0011,14,19,6,
0100;1011;0111;1000,11,14,0,
0101;1100;1001;0000,49,55,9,
0110;0010;1110;1010,28,30,0,
1110;1100;1011;1001,36,47,0,
1011;0100;1001;0110,11,23,0,
0100;0001;1010;1111,23,16,0,
1100;1010;0101;0011,12,17,3,
0000;1010;0110;1100,70,56,15,
1101;0101;0100;1100,31,41,0,
1111;0011;1011;0111,22,19,0,
1011;1101;0010;0100,16,19,0,
0011;1010;0010;1011,34,25,0,
0110;1010;1000;0100,39,37,0,
0010;0000;0011;0001,50,55,0,
0011;1111;1100;0000,19,16,0,
1000;0110;0001;1111,17,29,0,
0111;0011;1101;1001,34,42,0,
0000;1010;1000;0010,56,62,0,
1000;0010;0001;1011,37,23,0,
0000;1101;0111;1010,55,46,0,
1111;0000;0101;1010,16,21,0,
0000;0001;1010;1011,61,51,0,
1111;0111;1101;0101,15,24,0,
1001;0010;0000;1011,59,50,0,
1100;1111;1001;1010,17,12,2,
0011;0111;1100;1000,14,12,0,
1100;1010;1000;1110,37,45,0,
1000;0101;1010;0111,23,24,0,
1111;1100;0101;0110,16,22,4,
1101;0011;0100;1010,28,35,0,
0100;1010;1001;0111,34,33,0,
1011;1010;1110;1111,19,21,0,
0000;1111;0111;1000,9,18,0,
0100;1101;0111;1110,32,29,0,
0010;0101;0001;0110,26,29,0,
0001;1101;0011;1111,17,23,0,
0100;1001;1110;0011,28,30,0,
1110;0011;1010;0111,32,27,0,
1110;1010;0101;0001,16,18,0,
1101;0101;0001;1001,35,27,0,
0111;0110;1110;1111,18,11,0,
1100;0111;1010;0001,36,28,0,

6,FALSE,FALSE,FALSE
0111;1000;0010;1101,18,31,0,
1011;0001;1001;0011,33,46,0,
1101;0010;0000;1111,32,16,0,
1101;1100;0010;0011,35,28,0,
1100;0100;1000;0000,52,50,0,
1101;0110;1001;0010,22,23,0,
0100;0111;1111;1100,31,30,0,
1011;1100;1101;1010,32,43,0,
0100;0010;1100;1010,35,38,0,
1111;1101;1011;1001,18,29,0,
1110;0010;1001;0101,37,41,0,
0011;1100;1110;0001,34,38,0,
1010;0110;1001;0101,32,28,8,
0000;0011;0101;0110,49,54,13,
1100;1000;0110;0010,28,51,0,
1111;1011;0010;0110,24,18,0,
1001;1111;1110;1000,36,29,0,
1001;0000;0110;1111,26,34,0,
1000;1110;1011;1101,35,35,0,
0110;0010;0111;0011,37,38,0,
0000;1010;0011;1001,47,52,13,
1101;0100;1001;0000,33,38,0,
1110;1011;0001;0100,35,21,0,
1100;1011;0101;0010,37,32,0,
0111;1011;1100;0000,36,46,0,
1001;0011;1000;0010,36,28,0,
1010;0111;1011;0110,45,40,0,
1001;1101;1110;1010,43,39,0,
1011;0110;1100;0001,36,34,0,
0100;1001;0010;1111,25,26,0,
1010;1110;0000;0100,38,48,0,
0111;0001;1001;1111,25,40,0,
0111;0010;1001;1100,32,37,0,
0001;0111;1101;1011,31,39,0,
0001;0010;0100;0111,29,27,0,
1110;0100;0010;1000,38,36,0,
0101;1000;0011;1110,46,38,0,
0111;1001;1011;0101,37,39,0,
0111;0011;0101;0001,33,33,0,
0001;0100;1100;1001,22,42,0,
0111;1100;1110;0101,28,38,0,
1100;0000;1110;0010,43,45,0,
1010;1000;1111;1101,25,23,0,
0011;1011;1100;0100,28,22,0,
0000;1101;0110;1011,43,47,0,
0010;0000;0100;0110,38,46,0,
0111;1110;1001;0000,44,37,0,
0001;1101;1100;0000,42,52,0,
0010;1100;0001;1111,33,20,0,
1011;0010;1110;0111,32,35,0,
0100;0110;0001;0011,31,42,0,
0101;1001;1111;0011,29,23,3,
0001;0100;0101;0000,39,53,0,
1110;0011;0110;1011,30,37,0,
1101;1000;1100;1001,43,30,0,
0111;0110;1101;1100,33,36,0,
1111;0001;1110;0000,20,20,0,
1110;1101;0001;0010,30,24,0,
0111;0110;0100;0101,34,39,0,
0100;0000;0111;0011,44,51,0,
0101;1110;0100;1111,37,27,0,
1000;1011;1010;1001,49,34,0,
0101;1000;0000;1101,50,44,0,
0010;0101;1010;1101,21,35,0,
1101;0100;1000;0001,39,38,0,
0001;0011;1000;1010,44,36,0,
0101;1000;1111;0010,37,26,0,
0000;1111;0100;1011,24,28,0,
1101;0011;1110;0000,40,50,0,
1110;1001;0001;0110,29,32,0,
0011;1000;1011;0000,52,54,0,
0011;0100;0101;0010,30,32,0,
0001;0110;1101;1010,39,42,0,
1101;0101;0011;1011,39,37,0,
0010;0011;1111;1110,22,21,0,
1000;0110;0111;1001,27,22,0,
1101;1110;1111;1100,25,36,0,
1000;1110;0110;0000,49,52,0,
0001;0110;0000;0111,53,43,0,
0100;0101;1000;1001,34,39,0,
1100;0100;0110;1110,24,39,0,
1111;1011;1000;1100,28,35,0,
0101;0000;1011;1110,57,44,0,
0000;0001;1001;1000,43,45,0,
0101;1000;1011;0110,36,38,0,
0000;0010;0101;0111,34,46,0,
0011;1111;1000;0100,27,29,0,
0001;1000;1100;0101,38,27,0,
1010;1001;0010;0001,46,40,0,
1100;1001;0110;0011,32,29,10,
1000;0111;1110;0001,22,34,0,
0101;1110;0110;1101,26,34,0,
0111;0010;1010;1111,21,39,0,
0101;1010;1011;0100,21,31,0,
0110;0011;1101;1000,36,38,0,
0110;0100;1111;1101,28,24,0,
1111;0101;0001;1011,14,24,0,
1010;0110;1111;0011,33,35,11,
1011;0100;1000;0111,29,28,0,
0000;0101;1100;1001,43,37,12,
0010;1010;1110;0110,34,34,0,
1001;1011;1100;1110,35,28,0,
0100;0110;1001;1011,18,23,0,
0001;1010;1111;0100,33,21,0,
1010;1100;0101;0011,25,32,8,
1101;1100;0100;0101,46,26,0,
0011;1111;1011;0111,27,28,0,
0000;1100;1010;0110,48,44,11,
0010;1011;1101;0100,27,19,0,
1011;0011;0010;1010,37,44,0,
0100;1000;1010;0110,41,42,0,
0001;0010;0000;0011,50,39,0,
0000;0011;1100;1111,31,25,0,
0001;1000;1111;0110,31,29,0,
1101;1001;0111;0011,35,42,0,
1010;0010;0000;1000,44,44,0,
1011;0010;1000;0001,42,32,0,
1111;1010;0101;0000,15,23,0,
1101;1010;0000;0111,51,47,0,
0001;1011;0000;1010,44,40,0,
0111;1111;1101;0101,23,17,0,
1001;1100;1111;1010,32,25,8,
1100;0111;0011;1000,37,22,0,
0000;1001;1011;0010,45,42,0,
1000;1100;1010;1110,47,31,0,
0101;1000;1010;0111,27,22,0,
1111;0110;1100;0101,22,33,5,
0100;1101;1010;0011,25,38,0,
1010;0100;1001;0111,36,35,0,
1000;0000;0111;1111,19,26,0,
1010;1110;1111;1011,21,30,0,
0001;0011;1101;1111,28,30,0,
0100;1110;1101;0111,31,27,0,
0010;0101;0110;0001,35,48,0,
0100;1001;0011;1110,37,38,0,
0011;0111;1110;1010,30,41,0,
1010;0001;1110;0101,28,29,0,
1101;0101;0001;1001,30,35,0,
1111;1110;0111;0110,31,27,0,
0001;1010;1100;0111,37,30,0,

7,FALSE,FALSE,FALSE
1101;1000;0010;0111,35,24,0,
0011;0001;1011;1001,46,38,0,
1111;0000;1101;0010,21,29,0,
0011;1101;1100;0010,21,43,0,
0000;1100;0100;1000,44,39,0,
1101;0110;1001;0010,29,41,0,
1100;0111;1111;0100,31,40,0,
1010;1101;1100;1011,33,23,0,
1100;1010;0010;0100,40,37,0,
1001;0101;0010;1110,47,45,0,
1111;1001;1101;1011,32,28,0,
0011;0001;1100;1110,34,34,0,
0101;1001;1010;0110,24,29,2,
0101;0000;0011;0110,36,36,10,
0010;1100;0110;1000,36,33,0,
0010;0110;1111;1011,31,30,0,
1000;1001;1110;1111,35,42,0,
0110;1111;0000;1001,34,28,0,
1011;1110;1101;1000,39,33,0,
0011;0110;0111;0010,28,35,0,
0000;1001;1101;0100,53,25,0,
0011;0000;1010;1001,49,43,13,
1011;0100;1110;0001,25,24,0,
1011;0101;0010;1100,31,42,0,
0000;1100;0111;1011,41,41,0,
1000;1001;0011;0010,42,32,0,
1010;1011;0110;0111,53,30,0,
1001;1101;1110;1010,34,44,0,
0001;1100;1011;0110,34,34,0,
1111;1001;0010;0100,29,31,0,
1010;0100;1110;0000,34,47,0,
1001;0111;0001;1111,33,33,0,
0010;1001;0111;1100,45,36,0,
1011;0111;1101;0001,40,36,0,
0111;0100;0010;0001,31,42,0,
0100;1000;0010;1110,42,42,0,
0011;1110;1000;0101,52,35,0,
1011;0101;1001;0111,30,50,0,
0111;0101;0011;0001,37,36,0,
1001;0100;0001;1100,38,41,0,
0000;0010;1100;1110,38,44,0,
1100;0111;1110;0101,35,32,0,
1010;1111;1000;1101,24,26,0,
1100;0011;0100;1011,27,30,0,
0000;1101;1011;0110,37,30,0,
0010;0000;0100;0110,52,35,0,
1001;0111;0000;1110,37,44,0,
0000;1100;1101;0001,39,41,0,
0001;1111;1100;0010,36,36,0,
0111;1110;0010;1011,46,30,0,
0001;0110;0100;0011,32,28,0,
1001;0011;1111;0101,30,38,5,
0100;0000;0001;0101,47,44,0,
0011;1011;0110;1110,45,28,0,
1101;1100;1001;1000,29,35,0,
1101;0110;0111;1100,36,37,0,
1110;1111;0000;0001,23,28,0,
0001;1110;0010;1101,38,26,0,
0101;0111;0100;0110,44,45,0,
0000;0111;0100;0011,39,43,0,
1111;1110;0100;0101,40,36,0,
1011;1010;1001;1000,32,36,0,
0000;1101;1000;0101,35,47,0,
1010;0010;1101;0101,34,30,0,
0100;1101;1000;0001,41,35,0,
1010;0001;1000;0011,27,44,0,
0101;1111;0010;1000,31,27,0,
1110;0000;0011;1101,27,37,0,
1111;0000;1011;0100,36,37,0,
1110;0001;1001;0110,25,30,0,
0011;1000;0000;1011,43,34,0,
0010;0011;0100;0101,36,40,0,
0001;0110;1101;1010,35,45,0,
0011;0101;1101;1011,39,29,0,
0010;1111;0011;1110,30,35,0,
1100;1101;1111;1110,30,35,0,
1001;1000;0111;0110,30,33,0,
0111;0000;0110;0001,47,43,0,
1110;1000;0000;0110,48,47,0,
1000;0100;1001;0101,42,35,0,
1110;1100;0100;0110,40,42,0,
1100;1111;1011;1000,35,31,0,
1011;0101;1110;0000,43,34,0,
1000;1001;0001;0000,39,37,0,
0101;1000;1011;0110,33,32,0,
0111;0010;0101;0000,36,26,0,
0011;1000;1111;0100,34,30,0,
1000;1100;0001;0101,29,38,0,
1010;0010;1001;0001,36,32,0,
0011;0110;1100;1001,27,31,7,
1110;0001;1000;0111,33,35,0,
1010;0100;1011;0101,39,31,0,
1110;1101;0110;0101,22,32,0,
1111;0111;0010;1010,30,32,0,
0110;1101;1000;0011,38,51,0,
1111;0110;1101;0100,34,30,0,
1111;0101;1011;0001,38,25,0,
0110;1010;1111;0011,37,29,10,
1011;1000;0100;0111,22,36,0,
1100;1001;0000;0101,42,37,7,
1010;0010;1110;0110,32,35,0,
1011;0110;0100;1001,36,32,0,
1100;1001;1110;1011,39,41,0,
0001;1010;0100;1111,37,42,0,
0011;0101;1100;1010,43,34,17,
1100;0100;0101;1101,40,33,0,
0110;1010;1100;0000,35,46,7,
0111;1011;1111;0011,28,34,0,
0100;1101;0010;1011,33,21,0,
1010;1011;0011;0010,34,35,0,
1000;1010;0100;0110,39,38,0,
0011;0010;0000;0001,41,31,0,
1111;1100;0011;0000,26,37,0,
0111;0011;1001;1101,29,27,0,
1000;0001;0110;1111,25,39,0,
1010;0010;1000;0000,46,33,0,
0001;0010;1000;1011,42,46,0,
0111;1101;0000;1010,38,34,0,
0101;1111;0000;1010,28,36,0,
0001;1011;1010;0000,47,35,0,
0101;1111;1101;0111,36,31,0,
0010;1001;0000;1011,46,40,0,
1010;1100;1111;1001,40,45,11,
0011;1000;1100;0111,33,36,0,
1000;1010;1110;1100,40,37,0,
1000;0111;1010;0101,25,26,0,
0110;1111;0101;1100,36,31,9,
1010;0100;1101;0011,34,34,0,
0111;1001;1010;0100,41,26,0,
1010;1111;1011;1110,33,26,0,
1000;0000;1111;0111,25,30,0,
0110;0010;0101;0001,41,40,0,
1101;1110;0111;0100,41,32,0,
1101;1111;0011;0001,35,29,0,
1110;0011;1001;0100,44,36,0,
0111;0011;1010;1110,38,35,0,
0001;1010;0101;1110,35,35,0,
1101;1001;0101;0001,44,27,0,
1110;1111;0111;0110,39,38,0,
1010;1100;0001;0111,40,25,0,

8,FALSE,FALSE,FALSE
0010;0111;1000;1101,41,40,0,
1011;0001;1001;0011,41,43,0,
0010;1111;1101;0000,43,34,0,
0010;0011;1101;1100,42,31,0,
1101;1001;0010;0110,40,35,0,
0000;1100;1000;0100,39,36,0,
1100;1111;0100;0111,28,30,0,
1100;1101;1010;1011,38,39,0,
0100;1100;0010;1010,36,46,0,
1110;0010;0101;1001,34,38,0,
1011;1001;1101;1111,35,37,0,
0011;1110;0001;1100,32,44,0,
0101;1010;1001;0110,36,34,11,
0011;0101;0110;0000,46,41,11,
1000;0110;0010;1100,42,32,0,
1111;0010;1011;0110,29,34,0,
1111;1000;1001;1110,34,39,0,
1111;1001;0000;0110,30,45,0,
1101;1000;1110;1011,33,40,0,
0010;0110;0011;0111,36,36,0,
1101;1001;0000;0100,34,42,0,
1001;1010;0011;0000,47,42,7,
1110;0100;0001;1011,37,35,0,
1011;0010;0101;1100,40,48,0,
0000;1100;1011;0111,32,38,0,
0011;0010;1000;1001,36,46,0,
1101;1001;1110;1010,38,39,0,
1010;0111;1011;0110,33,29,0,
1110;0100;1010;0000,37,30,0,
0110;1100;1011;0001,26,50,0,
0010;1001;1111;0100,31,28,0,
1111;0111;0001;1001,31,22,0,
0111;0010;1100;1001,36,40,0,
1101;1011;0001;0111,37,37,0,
0010;0100;1110;1000,36,27,0,
0001;0010;0111;0100,36,33,0,
1110;0101;1000;0011,27,24,0,
0101;0111;1011;1001,38,38,0,
0001;0111;0011;0101,37,34,0,
1001;0100;0001;1100,34,44,0,
1100;0010;1110;0000,38,49,0,
1100;0111;1110;0101,45,43,0,
1101;1111;1000;1010,37,27,0,
0100;1011;0011;1100,28,28,0,
0000;0110;0100;0010,40,34,0,
0000;1011;0110;1101,41,34,0,
0001;0000;1101;1100,48,25,0,
1001;0000;1110;0111,36,34,0,
1100;0001;0010;1111,34,36,0,
0001;0110;0011;0100,35,40,0,
0010;1110;1011;0111,38,40,0,
0011;1111;1001;0101,35,33,8,
0000;0001;0101;0100,41,42,0,
0011;1110;0110;1011,42,33,0,
1101;1000;1001;1100,37,43,0,
1101;1100;0111;0110,35,34,0,
0001;0000;1110;1111,39,36,0,
1110;1101;0010;0001,32,36,0,
0101;0100;0111;0110,38,33,0,
0011;0100;0111;0000,44,51,0,
1111;0101;1110;0100,39,40,0,
0000;0101;1101;1000,40,32,0,
1010;1000;1001;1011,52,27,0,
0101;1101;0010;1010,40,42,0,
0011;0001;1010;1000,37,37,0,
0100;1101;1000;0001,45,22,0,
0010;1000;0101;1111,42,52,0,
1111;0100;1011;0000,36,30,0,
0011;0000;1101;1110,40,44,0,
1001;0001;1110;0110,35,47,0,
1000;1011;0000;0011,42,42,0,
0010;0100;0101;0011,33,40,0,
1010;1101;0001;0110,36,30,0,
1101;0011;1011;0101,31,30,0,
0010;1110;0011;1111,31,26,0,
0001;0110;0000;0111,48,35,0,
1000;1110;0110;0000,41,41,0,
1101;1110;1111;1100,33,37,0,
0111;0110;1000;1001,27,37,0,
0100;1000;0101;1001,30,32,0,
1100;0110;1110;0100,46,31,0,
1111;1011;1100;1000,26,34,0,
0000;1011;1110;0101,37,27,0,
0000;0001;1000;1001,38,50,0,
1011;0110;0101;1000,40,42,0,
1111;0011;0100;1000,38,32,0,
0111;0000;0101;0010,29,44,0,
1100;1000;0101;0001,47,44,0,
0001;1010;1001;0010,46,42,0,
1000;0001;1110;0111,24,30,0,
1001;0110;1100;0011,32,34,11,
0100;1010;0101;1011,36,31,0,
0010;1111;0111;1010,28,43,0,
1101;1110;0101;0110,23,27,0,
1101;0110;1000;0011,41,31,0,
1111;1101;0100;0110,33,37,0,
0001;0101;1011;1111,25,47,0,
0011;1111;0110;1010,44,41,15,
1011;1000;0111;0100,23,35,0,
1100;0101;0000;1001,34,43,12,
0110;1110;0010;1010,37,39,0,
1001;1011;0110;0100,34,32,0,
1001;1011;1110;1100,36,38,0,
0001;1111;0100;1010,35,39,0,
0011;0101;1100;1010,37,37,10,
1100;0100;1101;0101,50,46,0,
1111;1011;0011;0111,31,36,0,
1010;1100;0000;0110,36,37,7,
0100;0010;1011;1101,40,47,0,
1010;0010;1011;0011,33,36,0,
0110;0100;1010;1000,28,30,0,
0010;0001;0011;0000,32,36,0,
1100;0011;1111;0000,38,31,0,
0111;0011;1001;1101,42,34,0,
1111;0001;1000;0110,30,45,0,
1010;1000;0000;0010,31,38,0,
1000;1011;0010;0001,37,37,0,
1101;0111;0000;1010,33,47,0,
1111;0101;1010;0000,39,41,0,
1010;1011;0000;0001,34,34,0,
1101;1111;0101;0111,30,42,0,
1000;0011;0111;1100,40,30,0,
1010;1111;1100;1001,38,34,17,
0010;0000;1011;1001,37,44,0,
1110;1100;1000;1010,46,43,0,
1010;0101;1000;0111,38,36,0,
1100;0101;1111;0110,31,40,6,
0011;1010;0100;1101,25,31,0,
1001;0100;1010;0111,34,42,0,
0000;1000;0111;1111,33,42,0,
1110;1010;1111;1011,33,38,0,
0111;1101;1110;0100,30,43,0,
0110;0010;0001;0101,43,38,0,
0001;0011;1101;1111,42,38,0,
0100;0011;1110;1001,30,34,0,
0011;1010;0111;1110,35,35,0,
1110;0101;0001;1010,44,44,0,
1001;0101;1101;0001,36,38,0,
0110;0111;1111;1110,30,37,0,
0111;0001;1010;1100,33,24,0,

9,FALSE,FALSE,FALSE
0010;1101;1000;0111,45,39,0,
0001;1011;1001;0011,51,42,0,
1101;0000;1111;0010,39,25,0,
1101;1100;0011;0010,30,39,0,
0110;1101;1001;0010,47,33,0,
1000;0000;0100;1100,42,36,0,
1100;0111;0100;1111,42,39,0,
1010;1100;1011;1101,34,36,0,
0100;0010;1010;1100,39,35,0,
1101;1011;1001;1111,34,46,0,
0010;0101;1001;1110,24,35,0,
1110;1100;0011;0001,39,34,0,
0110;1010;0101;1001,34,33,12,
0110;0101;0011;0000,36,45,11,
